name,F,M,source
Corinna,16,0,ni
Corinne,17,0,ni
Corinthian,0,2,ni
Corla,2,0,ni
Corleone,0,2,ni
Cormac,0,943,ni
Cormac-Tiernan,0,2,ni
Cormaic,0,14,ni
Cormic,0,4,ni
Cormick,0,6,ni
Cornel,0,4,ni
Cornelia,4,0,ni
Cornelius,0,8,ni
Cornell,0,2,ni
Corra,6,0,ni
Corra-Lee,2,0,ni
Corrado,0,2,ni
Corragh,8,0,ni
Corragh-May,2,0,ni
Corrah,4,0,ni
Corran,2,13,ni
Corren,0,2,ni
Correna,4,0,ni
Correy,0,10,ni
Corri,2,4,ni
Corrick,0,4,ni
Corrie,22,27,ni
Corrie-Jade,2,0,ni
Corrie-Lee,4,2,ni
Corrie-Leigh,2,0,ni
Corrig,0,2,ni
Corrigan,2,0,ni
Corrilee,2,0,ni
Corrin,2,4,ni
Corrina,15,0,ni
Corry,0,6,ni
Corry-leigh,2,0,ni
Corsten,0,2,ni
Cort,0,4,ni
Cortney,9,0,ni
Corum,0,4,ni
Corwin,0,2,ni
Cory,4,123,ni
Cory-Lee,0,8,ni
Coryn,0,2,ni
Coryn-Belle,2,0,ni
Corynne,2,0,ni
Cosmin,0,2,ni
Cosmina,2,0,ni
Costas,0,2,ni
Coty,2,0,ni
Coty-Lee,2,0,ni
Coulter,0,4,ni
Courtenay,2,0,ni
Courteney,31,0,ni
Courtnay,4,0,ni
Courtnee,2,0,ni
Courtney,1098,6,ni
Courtney-Ann,2,0,ni
Courtney-Lee,12,0,ni
Courtney-Leigh,14,0,ni
Courtney-Louise,2,0,ni
Courtney-Rose,2,0,ni
Courtnie,2,0,ni
Courtny,2,0,ni
Covey,0,2,ni
Coyce,0,2,ni
Craig,0,322,ni
Crawford,0,14,ni
Crea,12,0,ni
Creage,0,2,ni
Cree,0,6,ni
Creidne,2,0,ni
Creighton,0,2,ni
Creina,2,0,ni
Criadha,2,0,ni
Criea,2,0,ni
Criofan,0,2,ni
Criomhthann,0,6,ni
Criona,4,0,ni
Criostai,0,4,ni
Criostan,0,4,ni
Criostoir,0,29,ni
Crisanto,0,2,ni
Crisson,0,2,ni
Crista,2,0,ni
Cristain,0,2,ni
Cristan,0,2,ni
Cristen,2,2,ni
Cristian,0,16,ni
Cristiana,4,0,ni
Cristiano,0,8,ni
Cristin,11,2,ni
Cristina,16,0,ni
Cristiona,8,0,ni
Cristiona-Mai,2,0,ni
Cristobal,0,2,ni
Cristoir,0,2,ni
Cristovao,0,2,ni
Crixus,0,2,ni
Croi,0,2,ni
Croia,2,0,ni
Croiadh,4,0,ni
Croiagh,2,0,ni
Croibhe,2,0,ni
Croise,2,0,ni
Crona,4,0,ni
Cronan,0,10,ni
Crory,0,2,ni
Cross,0,2,ni
Crue,0,2,ni
Cruithine,2,0,ni
Cruiz,0,4,ni
Cruize,0,2,ni
Cruz,2,59,ni
Cruze,0,4,ni
Crystal,47,0,ni
Crystal-Rose,2,0,ni
Csaba,0,2,ni
Csanad,0,2,ni
Csenge,4,0,ni
Cu,0,6,ni
Cuan,0,44,ni
Cuann,0,2,ni
Cuchulain,0,2,ni
Cuilin,0,2,ni
Cuillin,0,2,ni
Cuillinn,0,2,ni
Cuinn,0,8,ni
Cuirseanna,2,0,ni
Cuishle,4,0,ni
Cuisle,27,0,ni
Culainn,0,6,ni
Culann,0,26,ni
Culla,2,0,ni
Cullain,0,4,ni
Cullan,0,10,ni
Cullann,0,2,ni
Cullen,0,16,ni
Cullinan,0,2,ni
Cumhai,0,2,ni
Cumhara,0,2,ni
Cumil,0,2,ni
Cunla,0,4,ni
Curragh,0,2,ni
Curran,0,2,ni
Curstie,2,0,ni
Curt,0,4,ni
Curtess,0,2,ni
Curtis,0,602,ni
Curtis-Jamie,0,2,ni
Curtis-Jay,0,2,ni
Curtis-Jill,2,0,ni
Curtis-Lee,0,4,ni
Curtis-lee,0,2,ni
Curtiz,0,2,ni
Curtus,0,2,ni
Cushla,20,0,ni
Cvetanka,2,0,ni
Cyan,4,0,ni
Cydney,6,0,ni
Cyla,2,0,ni
Cyle,0,2,ni
Cyledrich,0,2,ni
Cyllain,0,2,ni
Cylonie,2,0,ni
Cynan,0,2,ni
Cyndi,2,0,ni
Cynric,0,2,ni
Cynthia,6,0,ni
Cynthia-Jane,2,0,ni
Cyntia,2,0,ni
Cyon,0,2,ni
Cyprian,0,8,ni
Cyra,6,0,ni
Cyrah-Steph,2,0,ni
Cyran,0,2,ni
Cyril,0,4,ni
Cyrragh,2,0,ni
Cyrus,2,12,ni
Czyanea,2,0,ni
D-Jay,0,4,ni
Daanyaal,0,6,ni
Dabhag,0,2,ni
Dabhan,0,6,ni
Dabheog,0,2,ni
Dabhog,0,4,ni
Dacey,4,0,ni
Dachi,0,2,ni
Daci,2,0,ni
Dackota,2,0,ni
Dade,0,2,ni
Daegan,0,6,ni
Daegon,0,2,ni
Daelan,0,2,ni
Daelson,0,2,ni
Daemon,0,2,ni
Dafne,2,0,ni
Dafydd,0,2,ni
Dagan,0,4,ni
Daghan,0,2,ni
Dagmara,6,0,ni
Dahlia,2,0,ni
Dahln,0,2,ni
Daibh-Og,0,2,ni
Daibhai-Og,0,2,ni
Daibhan,0,6,ni
Daibhi,0,10,ni
Daibhid,0,4,ni
Daibhin,0,7,ni
Daigen,0,2,ni
Daighre,0,2,ni
Dailey,2,0,ni
Daimhin,6,23,ni
Daimin,0,2,ni
Daina,12,0,ni
Daina-Leigh,2,0,ni
Dainagh,4,0,ni
Dainah,2,0,ni
Daine,0,4,ni
Daineal,0,10,ni
Dainin,0,2,ni
Dainius,0,6,ni
Dainora,2,0,ni
Dainton,0,6,ni
Dairagh,0,2,ni
Daire,37,595,ni
Daire-Og,0,2,ni
Daire-Ryan,0,2,ni
Daireacha,2,0,ni
Daireann,2,0,ni
Dairelle,2,0,ni
Dairi,0,2,ni
Dairidas,0,2,ni
Dairina,4,0,ni
Dairine,11,0,ni
Dairis,0,2,ni
Dairmuid,0,6,ni
Dairsai,4,0,ni
Dairsai-Leigh,2,0,ni
Daisee,2,0,ni
Daisey,2,0,ni
Daisey-Lou,2,0,ni
Daisha,2,0,ni
Daisie,14,0,ni
Daisie-Mae,2,0,ni
Daisie-May,2,0,ni
Daisy,395,0,ni
Daisy-Kate,2,0,ni
Daisy-Lee,8,0,ni
Daisy-Leigh,2,0,ni
Daisy-Mae,3,0,ni
Daisy-May,2,0,ni
Daisy-beth,2,0,ni
Daisy-may,2,0,ni
Daisy-rose,2,0,ni
Daisybelle,2,0,ni
Daithi,0,344,ni
Daithin,0,2,ni
Daizy,2,0,ni
Dakoda,10,0,ni
Dakota,106,6,ni
Dakota-Jax,0,2,ni
Dakota-Marie,2,0,ni
Dakota-Rose,2,0,ni
Dakota-faith,2,0,ni
Dakotah,4,0,ni
Dala,2,0,ni
Dalach,0,2,ni
Dalaigh,0,4,ni
Dalal,2,0,ni
Dalan,0,4,ni
Dale,2,126,ni
Daleen,2,0,ni
Daleena,2,0,ni
Dalen,0,2,ni
Daley,2,16,ni
Dalia,4,0,ni
Daliah,2,0,ni
Dalian,0,2,ni
Dalila,2,0,ni
Dallan,0,20,ni
Dallas,6,0,ni
Dallas-Rose,2,0,ni
Dallin,0,2,ni
Dalmare,0,2,ni
Dalton,0,33,ni
Daltun,0,2,ni
Dalvinder,2,0,ni
Daly,0,6,ni
Dalziel,0,2,ni
Damaris,6,0,ni
Damhan,0,15,ni
Damhin,0,2,ni
Damhlaic,0,2,ni
Damhnaic,0,6,ni
Damhnait,2,0,ni
Damian,0,91,ni
Damien,0,98,ni
Damien-Junior,0,2,ni
Damir,0,2,ni
Damita,2,0,ni
Damla,2,0,ni
Damola,0,2,ni
Damon,0,27,ni
Damon-lee,0,2,ni
Dan,4,65,ni
Dana,39,0,ni
Dana-Keli,2,0,ni
Dana-Marie,2,0,ni
Dana-fae,2,0,ni
Danaan,0,6,ni
Danae,4,0,ni
Danagh,6,0,ni
Danah,2,0,ni
Danai,0,2,ni
Danan,0,4,ni
Danann,2,31,ni
Danas,0,9,ni
Danaya,4,0,ni
Dane,0,35,ni
Dane-jensen,0,2,ni
Danecksya,2,0,ni
Daneen,2,0,ni
Daneka,4,0,ni
Danekia,2,0,ni
Daneks,0,2,ni
Danelis,0,2,ni
Danelle,2,0,ni
Danette,4,0,ni
Dangelo,0,2,ni
Dani,30,4,ni
Dani-louise,2,0,ni
Dania,4,0,ni
Daniaal,0,2,ni
Danial,0,4,ni
Danica,9,0,ni
Danica-rose,2,0,ni
Danicah,2,0,ni
Danieal,0,2,ni
Daniel,6,4376,ni
Daniel-George,0,2,ni
Daniel-Jay,0,2,ni
Daniel-John,0,2,ni
Daniel-Joseph,0,4,ni
Daniel-Lee,0,2,ni
Daniel-Shae,0,2,ni
Daniel-Thomas,0,2,ni
Daniel-William,0,2,ni
Daniel-george,0,2,ni
Daniel-lee,0,4,ni
Daniel-vincent,0,2,ni
Daniela,18,0,ni
Daniele,17,4,ni
Danielis,0,11,ni
Danielius,0,24,ni
Daniell,2,2,ni
Daniella,40,0,ni
Daniella-Rose,2,0,ni
Danielle,456,0,ni
Danielle-Michelle,2,0,ni
Daniels,0,16,ni
Danihl,0,2,ni
Danii,2,0,ni
Daniil,0,6,ni
Daniils,0,2,ni
Danika,9,0,ni
Daniko,0,2,ni
Danil,0,6,ni
Danila,0,2,ni
Danila-Ernest,0,2,ni
Danilo,0,2,ni
Danils,0,2,ni
Danish,0,2,ni
Danita,2,0,ni
Danius,0,2,ni
Daniya,2,0,ni
Dann,0,2,ni
Danna,4,0,ni
Dannan,0,10,ni
Danni,39,0,ni
Danni-Lee,2,0,ni
Danni-Leigh,2,0,ni
Danni-Rose,2,0,ni
Dannica,2,0,ni
Dannie,2,2,ni
Danniel,2,0,ni
Danniela,2,0,ni
Danniella,10,0,ni
Dannielle,2,0,ni
Dannii,8,0,ni
Dannii-Leigh,2,0,ni
Dannika,4,0,ni
Dannin,0,8,ni
Dannon,0,4,ni
Danny,0,363,ni
Danny-Allen,0,2,ni
Danny-Og,0,2,ni
Danon,2,2,ni
Dante,0,26,ni
Danu,8,0,ni
Danuta,4,0,ni
Dany,0,2,ni
Danya,4,0,ni
Danyah,2,0,ni
Danyal,0,6,ni
Danyl,0,8,ni
Danylson,0,2,ni
Danyon,0,2,ni
Daoigan,0,2,ni
Daoinagh,2,0,ni
Daoiri,0,2,ni
Daphne,8,0,ni
Daphnee,2,0,ni
Dara,91,531,ni
Dara-Rose,2,0,ni
Darach,0,40,ni
Daragh,6,102,ni
Daragh-Leigh,0,2,ni
Darah,10,2,ni
Daraigh,0,2,ni
Darasin,0,2,ni
Darbi-Rose,2,0,ni
Darby,10,10,ni
Darcee,2,0,ni
Darceigh,2,0,ni
Darcey,193,2,ni
Darcey-joy,2,0,ni
Darcey-leigh,4,0,ni
Darcey-rae,2,0,ni
Darci,59,2,ni
Darci-Leigh,2,0,ni
Darci-Marie,2,0,ni
Darci-Rose,2,0,ni
Darcie,174,0,ni
Darcie-Leigh,2,0,ni
Darcie-esther,2,0,ni
Darcy,351,43,ni
Darcy-Jayne,2,0,ni
Darcy-Lee,2,0,ni
Darcy-Luna,2,0,ni
Darcy-Mae,2,0,ni
Darcy-Rae,2,0,ni
Darcy-Rose,2,0,ni
Darcy-leigh,2,0,ni
Darcy-rose,2,0,ni
Dare,0,2,ni
Daren,0,6,ni
Darerca,6,0,ni
Daria,34,0,ni
Daria-Jade,2,0,ni
Darian,4,4,ni
Darie,0,4,ni
Darien,0,4,ni
Dariene,2,0,ni
Darija,12,0,ni
Darina,6,0,ni
Dario,0,6,ni
Dariona,2,0,ni
Daris,0,4,ni
Darisia,2,0,ni
Darius,0,30,ni
Dariush,0,4,ni
Dariya,2,0,ni
Darja,2,0,ni
Darla,19,0,ni
Darlagh,2,0,ni
Darlee,4,0,ni
Darlene,8,0,ni
Darlie,2,0,ni
Darna,2,0,ni
Darnel,0,2,ni
Darnell,0,6,ni
Darra,8,11,ni
Darrach,0,12,ni
Darragh,24,1246,ni
Darragh-Lee,0,2,ni
Darrah,8,8,ni
Darrai,0,2,ni
Darraigh,2,2,ni
Darral,0,2,ni
Darran,0,16,ni
Darreen,0,2,ni
Darrel,2,10,ni
Darrell,0,29,ni
Darrelle,4,0,ni
Darren,0,433,ni
Darren-Jay,0,2,ni
Darriagh,2,0,ni
Darrian,2,0,ni
Darrien,0,2,ni
Darrin,0,4,ni
Darrina,2,0,ni
Darroch,0,4,ni
Darrog,0,2,ni
Darron,0,2,ni
Darryl,4,98,ni
Darryll,0,4,ni
Darryn,0,6,ni
Darsai,0,4,ni
Darsh,0,2,ni
Darshan,0,2,ni
Darsi,2,0,ni
Darta,2,0,ni
Darwen,0,2,ni
Darwin,0,10,ni
Darwyn,0,4,ni
Dary,0,2,ni
Darya,4,0,ni
Daryell-Hannah,2,0,ni
Daryl,6,109,ni
Daryl-lee,0,2,ni
Daryll,0,4,ni
Daryn,0,8,ni
Daryn-Shae,0,2,ni
Dasha,6,0,ni
Dashiell,0,2,ni
Dathan,0,6,ni
Dato,0,2,ni
Datu,0,2,ni
Daultagh,0,2,ni
Davagh,0,2,ni
Davan,4,8,ni
Dave,0,6,ni
Daveeda,2,0,ni
Daven,0,4,ni
Davey,0,2,ni
Davi,0,2,ni
Davicia,2,0,ni
David,0,2108,ni
David-Arthur,0,2,ni
David-Emmett,0,2,ni
David-James,0,6,ni
David-Lee,0,2,ni
David-Morgan,0,2,ni
Davide,0,4,ni
Davik,0,2,ni
Davin,0,43,ni
Davina,30,0,ni
Davinn,0,2,ni
Davinson,0,2,ni
Davis,0,16,ni
Davit,0,4,ni
Davitt,0,2,ni
Davog,0,14,ni
Davon,0,4,ni
Davor,0,2,ni
Davy,0,6,ni
Davyd,0,2,ni
Davyn,0,2,ni
Daweson,0,2,ni
Dawid,0,62,ni
Dawn,30,0,ni
Dawn-Louise,2,0,ni
Dawood,0,2,ni
Dawson,0,80,ni
Dawson-James,0,2,ni
Dawud,0,2,ni
Dawuud,0,2,ni
Daxter,0,2,ni
Daya,2,0,ni
Dayah,4,0,ni
Dayal,0,2,ni
Dayle,0,6,ni
Daylen,0,4,ni
Daylin,0,4,ni
Dayna,26,0,ni
Dayna-Jane,2,0,ni
Daynah,6,0,ni
Dayne,0,2,ni
Daysie,2,0,ni
Dayton,0,2,ni
Dayyan,0,2,ni
De,0,2,ni
Dea,6,0,ni
Deabhaile,2,0,ni
Deabhona,2,0,ni
Deaclan,0,2,ni
Deacon,0,28,ni
Deaghlain,0,2,ni
Deaghlan,0,16,ni
Deaglan,0,82,ni
Deahglan,0,2,ni
Dealyn,2,0,ni
Dean,0,538,ni
Dean-Lee,0,2,ni
Deana,2,0,ni
Deandre,0,2,ni
Deane,0,16,ni
Deanna,20,0,ni
Dearbhail,61,0,ni
Dearbhaila,2,0,ni
Dearbhaile,45,0,ni
Dearbhaille,2,0,ni
Dearbhala,2,0,ni
Dearbhfhlaith,2,0,ni
Dearbhil,2,0,ni
Dearbhla,283,0,ni
Dearbhlagh,2,0,ni
Dearbhle,2,0,ni
Dearblair,2,0,ni
Dearcan,0,2,ni
Deardriu,2,0,ni
Deasmhumhnach,0,2,ni
Deasun,0,2,ni
Deaten,0,2,ni
Deavan,0,2,ni
Debashri,2,0,ni
Debbi,2,0,ni
Debbie,18,0,ni
Debbie-Leigh,2,0,ni
Debbiemay,2,0,ni
Debby,2,0,ni
Debhan,0,2,ni
Debi,2,0,ni
Debora,2,0,ni
Deborah,76,0,ni
Debra,2,0,ni
Debra-Grace,2,0,ni
Decarlo,0,2,ni
Decla,6,0,ni
Declan,0,535,ni
Decosta,2,0,ni
Dede,2,0,ni
Dee,8,4,ni
Deeba,2,0,ni
Deegan,0,4,ni
Deejay,0,6,ni
Deeksha,4,0,ni
Deen,0,4,ni
Deena,16,0,ni
Deene,0,2,ni
Deepti,2,0,ni
Deesel,0,2,ni
Deia,2,0,ni
Deibhlin,0,2,ni
Deidei,2,0,ni
Deila,4,0,ni
Deilanas,0,2,ni
Deilas,0,4,ni
Deilonas,0,2,ni
Deimantas,0,12,ni
Deimante,18,0,ni
Deimena,2,0,ni
Deimis,0,2,ni
Deimjanas,0,2,ni
Deimonas,0,6,ni
Deion,2,4,ni
Deione,2,0,ni
Deira,2,0,ni
Deirbhile,69,0,ni
Deirbhle,2,0,ni
Deirdre,14,0,ni
Deiridas,0,2,ni
Deisel,0,2,ni
Deiter,0,2,ni
Deiva,2,0,ni
Deive,2,0,ni
Deivid,0,6,ni
Deividas,0,21,ni
Deivids,0,8,ni
Deivina,2,0,ni
Deivis,0,2,ni
Deivs,0,2,ni
Deivydas,0,2,ni
Deja,4,0,ni
Dekota,2,0,ni
Delaina,2,0,ni
Delali,2,0,ni
Delaney,6,6,ni
Delaney-rose,2,0,ni
Delani,2,0,ni
Delanie,2,0,ni
Delano,0,2,ni
Delena,2,0,ni
Delenne,2,0,ni
Delfin,0,2,ni
Delia,4,0,ni
Delila,2,0,ni
Delilah,20,0,ni
Deljith,0,2,ni
Della,10,0,ni
Della-Rose,2,0,ni
Dellar,2,0,ni
Delphine,5,0,ni
Delta,4,0,ni
Delvin,0,2,ni
Delyth,2,0,ni
Dema,2,0,ni
Demaire,2,0,ni
Demarcus,0,2,ni
Demetri,0,2,ni
Demi,228,0,ni
Demi-Elizabeth,2,0,ni
Demi-Jeanette,2,0,ni
Demi-Lee,60,0,ni
Demi-Leigh,55,0,ni
Demi-Louise,18,0,ni
Demi-Maie,2,0,ni
Demi-Marie,2,0,ni
Demi-May,2,0,ni
Demi-Nicole,6,0,ni
Demi-Rae,2,0,ni
Demi-Rose,4,0,ni
Demi-lea,2,0,ni
Demi-lee,7,0,ni
Demi-leigh,6,0,ni
Demii-Rose,2,0,ni
Demii-leigh,2,0,ni
Demilee,6,0,ni
Demileigh,8,0,ni
Demir,0,2,ni
Demitri,0,2,ni
Demmi,2,0,ni
Demmi-Leigh,2,0,ni
Demos,0,2,ni
Dempsey,12,2,ni
Dempsie,4,0,ni
Dena,8,0,ni
Denah,2,0,ni
Denas,0,20,ni
Denbeigh,0,2,ni
Denby,2,0,ni
Dene,0,2,ni
Deneen,2,0,ni
Denico,0,2,ni
Deniella,2,0,ni
Denijs,0,2,ni
Denilon,0,2,ni
Denim,4,0,ni
Denis,0,56,ni
Denis-Paul,0,2,ni
Denisa,14,0,ni
Denisas,0,6,ni
Denise,33,0,ni
Denislav,0,2,ni
Deniz,4,6,ni
Denley,0,2,ni
Denna,4,0,ni
Dennielle,2,0,ni
Dennis,0,31,ni
Dennison,0,2,ni
Denny,0,2,ni
Dennysa,2,0,ni
Densley,0,2,ni
Denton,0,2,ni
Denver,2,41,ni
Denvior,0,2,ni
Denvir,0,2,ni
Denya,2,0,ni
Denzel,0,21,ni
Denzil,0,2,ni
Deon,6,36,ni
Deona,2,0,ni
Deonis,0,2,ni
Der,2,0,ni
Deragh,2,0,ni
Derarca,2,0,ni
Derbhila,2,0,ni
Derbhla,18,0,ni
Derbi,2,0,ni
Derblah,2,0,ni
Dercie,2,0,ni
Derdriu,2,0,ni
Derek,0,31,ni
Derek-Jay,0,2,ni
Deri,2,0,ni
Derice,0,2,ni
Derika,2,0,ni
Derin,2,4,ni
Dermot,0,82,ni
Dermot-Og,0,2,ni
Dermott,0,10,ni
Dermy,0,2,ni
Derren,0,4,ni
Derri,2,0,ni
Derrick,0,2,ni
Derrien,0,2,ni
Derrin,0,2,ni
Derry,2,2,ni
Derval,2,0,ni
Dervila,2,0,ni
Dervilagh,2,0,ni
Dervla,91,0,ni
Deryk,0,2,ni
Deryn,2,2,ni
Des,0,2,ni
Desi-Lee,0,2,ni
Desiree,13,0,ni
Desislava,2,0,ni
Desmond,0,47,ni
Dessie,0,2,ni
Destany,2,0,ni
Destina,2,0,ni
Destinee,8,0,ni
Destiney,2,0,ni
Destiny,32,0,ni
Destiny-rose,2,0,ni
Destyn,2,0,ni
Desza,2,0,ni
Dev,0,2,ni
Devan,4,6,ni
Devane,0,2,ni
Devanni,2,0,ni
Devaughn,0,2,ni
Deven,0,4,ni
Devendra,0,2,ni
Devesh,0,2,ni
Devin,6,36,ni
Devina,2,0,ni
Devinn,0,2,ni
Devisanca,2,0,ni
Devlin,2,6,ni
Devlyn,0,2,ni
Devna,2,0,ni
Devon,30,48,ni
Devone,2,0,ni
Devonne,2,0,ni
Devran,0,4,ni
Devrim,0,4,ni
Devyn,14,10,ni
Devynn,2,0,ni
Dewan,0,2,ni
Dewi,0,2,ni
Dewi-John,0,2,ni
Dex,0,4,ni
Dexter,0,54,ni
Dexter-jamie,0,2,ni
Deya,4,0,ni
Deyna,2,0,ni
Deynah,2,0,ni
Dhanush,0,2,ni
Dhanya,2,0,ni
Dhara,2,0,ni
Dharesh,0,2,ni
Dharma,4,0,ni
Dhevbragadeesh,0,2,ni
Dhilan,0,2,ni
Dhillon,0,4,ni
Dhiya,4,0,ni
Dhiyaan,0,2,ni
Dhruv,0,8,ni
Dhruva,0,2,ni
Dhuvi,0,2,ni
Di,2,0,ni
Dia,2,0,ni
Diago,0,2,ni
Diamond,4,0,ni
Dian,0,2,ni
Diana,41,0,ni
Diana-Rose,2,0,ni
Dianaimh,2,0,ni
Diandra,2,0,ni
Diane,28,0,ni
Dianna,2,0,ni
Dianne,6,0,ni
Diarmaid,0,30,ni
Diarmait,0,4,ni
Diarmid,0,2,ni
Diarmoid,0,2,ni
Diarmuid,0,146,ni
Diathi,0,2,ni
Diaz,0,2,ni
Diba,2,0,ni
Dibon,0,2,ni
Diego,0,28,ni
Diekololaoluwa,0,2,ni
Diesel,0,10,ni
Dijaras,0,2,ni
Dijari,0,2,ni
Diju,0,2,ni
Dijus,0,2,ni
Dilan,4,12,ni
Dilanas,0,10,ni
Dilara,2,0,ni
Dilbag,0,2,ni
Dildeep,0,2,ni
Dilion,0,2,ni
Dilja,2,0,ni
Dillan,0,37,ni
Dillen,0,2,ni
Dillion,0,4,ni
Dillon,2,233,ni
Dillyn-Angel,2,0,ni
Dilon,0,2,ni
Dilonas,0,2,ni
Dilsha,2,0,ni
Dilyn,0,2,ni
Dimitar,0,2,ni
Dimity,2,0,ni
Dimuna,2,0,ni
Dina,10,0,ni
Dina-Rose,2,0,ni
Dinah,10,0,ni
Dinaras,0,2,ni
Dineka,2,0,ni
Dinika,2,0,ni
Dinis,0,2,ni
Dino,0,6,ni
Dio,0,2,ni
Diogo,0,18,ni
Diolain,0,4,ni
Dion,9,51,ni
Dione,8,0,ni
Dionne,25,0,ni
Dionne-Leigh,2,0,ni
Dior,2,2,ni
Dipigya,2,0,ni
Dirk,0,2,ni
Dirly,0,2,ni
Dirson,0,2,ni
Distance,2,0,ni
Ditita,2,0,ni
Diva,4,0,ni
Divanio,0,2,ni
Divin,0,2,ni
Divina,2,0,ni
Divine,2,4,ni
Divjot,0,2,ni
Divya,2,0,ni
Divyansh,0,2,ni
Dixie,6,0,ni
Dixie-Rae,2,0,ni
Dixon,0,4,ni
Diya,12,0,ni
Diyar,0,3,ni
Dj,0,4,ni
Djamila,6,0,ni
Djasmine,2,0,ni
Djason,0,2,ni
Djay,0,2,ni
Djayden,0,2,ni
Djeiza,2,0,ni
Djovani,0,2,ni
Djuna,2,0,ni
Dmitri,0,4,ni
Dmitrij,0,4,ni
Dmitrijs,0,2,ni
Dmitry,0,2,ni
Dneisha,2,0,ni
Dobrawa,4,0,ni
Dobromir,0,2,ni
Doha,2,0,ni
Doilain,0,2,ni
Doiminic,0,2,ni
Doire,0,4,ni
Doireann,24,0,ni
Dokota,2,0,ni
Dolce,2,0,ni
Dolcie,4,0,ni
Dolena,2,0,ni
Dolly,11,0,ni
Dolly-rose,2,0,ni
Dollymae,2,0,ni
Dolores,2,0,ni
Dolton-james,0,2,ni
Domantas,0,8,ni
Domante,2,0,ni
Domas,0,22,ni
Domenico,2,0,ni
Domenika,2,0,ni
Domhnal,0,2,ni
Domhnall,0,38,ni
Dominic,0,194,ni
Dominica,2,0,ni
Dominick,0,10,ni
Dominik,0,98,ni
Dominika,16,0,ni
Dominikas,0,2,ni
Dominiks,0,7,ni
Dominion,0,2,ni
Dominique,14,0,ni
Domino,2,0,ni
Dominque,2,0,ni
Dominyc,0,2,ni
Dominyka,8,0,ni
Dominykas,0,27,ni
Domnic,0,2,ni
Don,0,23,ni
Dona,2,0,ni
Donach,0,4,ni
Donacha,0,8,ni
Donagh,0,16,ni
Donal,0,211,ni
Donald,0,12,ni
Donall,0,18,ni
Donan,0,2,ni
Donard,0,4,ni
Donatas,0,2,ni
Donatello,0,2,ni
Donavan,2,0,ni
Donavon,0,2,ni
Donell,0,2,ni
Dong,0,2,ni
Dongzhou,0,2,ni
Donica,2,0,ni
Donisha,2,0,ni
Donn,0,2,ni
Donna,36,0,ni
Donna-Leah,2,0,ni
Donna-Marie,4,0,ni
Donnabhan,0,4,ni
Donnaca,0,2,ni
Donnacadh,0,2,ni
Donnach,0,11,ni
Donnacha,0,87,ni
Donnachadh,0,4,ni
Donnagh,0,2,ni
Donnamarie,4,0,ni
Donnatella,2,0,ni
Donncha,0,65,ni
Donnchad,0,2,ni
Donnchada,0,2,ni
Donnchadh,0,40,ni
Donnell,0,2,ni
Donnfhlaith,2,0,ni
Donnie,0,8,ni
Donnika,2,0,ni
Donny,0,2,ni
Donogh,0,2,ni
Donovan,2,33,ni
Dontay,0,2,ni
Donte,0,2,ni
Dony,0,2,ni
Doolin,0,2,ni
Dora,4,0,ni
Dora-lynne,2,0,ni
Dora-rose,2,0,ni
Dorcas,2,0,ni
Dorcha,2,0,ni
Dori,2,0,ni
Dorian,0,15,ni
Doris,2,0,ni
Doroteja,2,0,ni
Dorothea,4,0,ni
Dorothy,12,0,ni
Dorrian,0,2,ni
Dougie,0,6,ni
Douglas,0,30,ni
Dounya,2,0,ni
Dovas,0,6,ni
Dovidas,0,2,ni
Dovile,2,0,ni
Dovydas,0,25,ni
Doyle,0,2,ni
Dragos,0,2,ni
Draiochtach,2,0,ni
Drake,0,10,ni
Drasius,0,2,ni
Draven,0,2,ni
Dre,0,4,ni
Drea,2,0,ni
Dreanna,2,0,ni
Dree,0,2,ni
Drennan,0,4,ni
Drew,24,96,ni
Dreya,2,0,ni
Dries,0,2,ni
Dristi,2,0,ni
Drithle,2,0,ni
Dru,2,2,ni
Druhan,0,2,ni
Druktas,0,2,ni
Drusilla,2,0,ni
Dthaniel,0,2,ni
Dua,2,0,ni
Duailtin,4,0,ni
Dualta,0,24,ni
Dualtach,0,14,ni
Dualtagh,0,4,ni
Duana,2,0,ni
Duane,0,10,ni
Duarte,0,6,ni
Dubaltach,0,2,ni
Dubhalta,0,2,ni
Dubhaltach,0,15,ni
Dubhana,2,0,ni
Dubhdarach,0,2,ni
Dubheasa,6,0,ni
Dubhla,2,0,ni
Dubhlainn,0,4,ni
Dublyn,2,0,ni
Duffy,0,4,ni
Duibheasa,4,0,ni
Duibhleamhna,2,0,ni
Duke,0,6,ni
Dulcie,8,0,ni
Dulcie-Ella,2,0,ni
Dultach,0,2,ni
Duncan,0,31,ni
Dune,0,2,ni
Dunla,2,0,ni
Durga,0,2,ni
Dustin,0,4,ni
Duvessa,2,0,ni
Dwaine,0,4,ni
Dwayne,0,24,ni
Dwight,0,2,ni
Dwyane,0,2,ni
Dwyer,0,2,ni
Dwylan,0,2,ni
Dyante-Logan,0,2,ni
Dylan,2,2970,ni
Dylan-James,0,4,ni
Dylan-Lee,0,4,ni
Dylan-Reece,0,2,ni
Dylan-Thomas,0,2,ni
Dylan-james,0,2,ni
Dylanas,0,2,ni
Dylin,0,4,ni
Dyllan,0,4,ni
Dyllon,0,2,ni
Dylon,0,13,ni
Dylyn,0,2,ni
Dympna,4,0,ni
