Babies' first forenames: births registered in Scotland in 1994,,,,,,
,,,,,,
Information about the basis of the list can be found via the 'Babies' First Names' page on the National Records of Scotland website.,,,,,,
,,,,,,
Boys,,,,Girls,,
,,,,,,
Position,Name,Number of babies,,Position,Name,Number of babies
1,Ryan,1098,,1,Lauren,973
2,Andrew,913,,2,Rebecca,758
3,Scott,817,,3,Emma,729
4,David,768,,4,Amy,640
5,Michael,694,,5,Sarah,585
6,James,687,,6,Laura,580
7,Jordan,652,,7,Megan,528
8,Christopher,646,,8,Nicole,515
9,Ross,634,,9,Rachel,508
10,Craig,615,,10,Hannah,505
11,Daniel,598,,11,Kirsty,462
12,Jack,528,,12,Stephanie,397
13,John,512,,13,Jennifer,376
14,Mark,484,,14,Danielle,363
15,Connor,479,,15,Claire,359
16,Jamie,477,,16,Shannon,322
17,Liam,452,,17=,Caitlin,321
18,Sean,427,,17=,Samantha,321
19,Lewis,426,,19,Gemma,319
20,Matthew,414,,20,Nicola,317
21,Callum,413,,21,Louise,309
22,Cameron,404,,22,Chloe,296
23,Steven,389,,23,Lisa,279
24,Kieran,374,,24,Katie,270
25,Thomas,373,,25,Sophie,255
26,Robert,371,,26,Ashley,252
27,Stuart,352,,27=,Heather,224
28,Calum,335,,27=,Melissa,224
29,Darren,327,,29,Jade,223
30,Stephen,325,,30,Natalie,222
31,Paul,316,,31,Kayleigh,221
32,Adam,291,,32,Lucy,219
33,Kyle,286,,33,Rachael,208
34,Fraser,285,,34,Erin,207
35=,Alexander,280,,35,Robyn,195
35=,William,280,,36,Hayley,192
37,Dean,264,,37,Emily,191
38,Lee,260,,38,Eilidh,177
39,Jonathan,248,,39,Fiona,176
40,Gary,239,,40,Zoe,170
41,Martin,222,,41,Holly,166
42,Shaun,212,,42,Ashleigh,165
43,Dylan,205,,43,Natasha,164
44,Dale,203,,44,Jodie,158
45,Grant,198,,45,Aimee,152
46,Kevin,194,,46,Chelsea,142
47,Conor,181,,47,Amanda,139
48=,Aaron,166,,48,Jessica,138
48=,Declan,166,,49,Kimberley,137
50,Peter,165,,50,Victoria,135
51,Joseph,159,,51,Charlotte,133
52,Euan,154,,52,Anna,129
53=,Marc,144,,53,Catherine,126
53=,Robbie,144,,54,Kerry,124
55,Alan,143,,55=,Gillian,122
56,Jason,140,,55=,Kirsten,122
57,Blair,136,,57,Stacey,117
58,Sam,135,,58,Joanne,114
59=,Gavin,134,,59,Kathryn,111
59=,Luke,134,,60=,Alison,108
61,Joshua,131,,60=,Michelle,108
62,Nathan,128,,62,Kelly,107
63,Iain,124,,63,Elizabeth,102
64,Samuel,122,,64,Beth,96
65,Greg,121,,65,Katherine,94
66,Anthony,116,,66,Bethany,91
67,Neil,114,,67,Catriona,90
68,Douglas,112,,68=,Jenna,89
69,Nicholas,111,,68=,Paige,89
70,Stewart,110,,70=,Alice,86
71,Alistair,109,,70=,Siobhan,86
72,Colin,106,,72,Alexandra,83
73,Duncan,99,,73=,Demi,82
74,Graeme,97,,73=,Leanne,82
75=,Aidan,96,,75=,Amber,79
75=,Benjamin,96,,75=,Courtney,79
77,Rory,95,,75=,Jemma,79
78,Josh,92,,78,Mhairi,78
79,Alasdair,88,,79=,Clare,76
80,Reece,87,,79=,Naomi,76
81=,Jake,86,,81=,Abigail,74
81=,Richard,86,,81=,Iona,74
83=,Gordon,85,,83,Carly,71
83=,Ian,85,,84=,Cara,69
83=,Rhys,85,,84=,Ruth,69
86,Ben,84,,84=,Taylor,69
87=,Ewan,83,,87=,Chantelle,68
87=,Gregor,83,,87=,Cheryl,68
87=,Patrick,83,,87=,Hollie,68
90,Graham,82,,90=,Helen,67
91,Brian,79,,90=,Toni,67
92,George,75,,92,Julie,66
93,Charles,73,,93,Joanna,64
94,Allan,71,,94,Olivia,61
95,Kenneth,68,,95=,Abbie,59
96,Angus,67,,95=,Christina,59
97,Alastair,65,,95=,Lindsay,59
98,Keiran,60,,95=,Rebekah,59
99,Murray,58,,99,Nikki,58
100,Niall,55,,100=,Karen,57
101=,Ciaran,54,,100=,Paula,57
101=,Owen,54,,102,Sara,56
103=,Bradley,51,,103=,Caroline,54
103=,Derek,51,,103=,Kelsey,54
105,Daryl,50,,105=,Ellen,53
106=,Dominic,49,,105=,Lynsey,53
106=,Gareth,49,,107,Hazel,52
108=,Harry,48,,108,Ailsa,51
108=,Taylor,48,,109=,Alana,50
