Babies' first forenames: births registered in Scotland in 2005,,,,,,
,,,,,,
Information about the basis of the list can be found via the 'Babies' First Names' page on the National Records of Scotland website.,,,,,,
,,,,,,
Boys,,,,Girls,,
,,,,,,
Position,Name,Number of babies,,Position,Name,Number of babies
1,Lewis,710,,1,Sophie,630
2,Jack,630,,2,Emma,554
3,Callum,519,,3,Ellie,472
4,James,497,,4,Amy,453
5,Cameron,488,,5,Erin,439
6,Ryan,487,,6,Katie,421
7,Jamie,447,,7,Lucy,416
8,Kyle,446,,8,Chloe,390
9,Daniel,425,,9,Emily,383
10,Matthew,424,,10,Rebecca,379
11,Liam,394,,11,Hannah,332
12,Ben,388,,12,Olivia,299
13,Dylan,376,,13,Rachel,279
14,Adam,373,,14,Leah,276
15,Andrew,336,,15,Holly,268
16,Connor,329,,16,Megan,259
17,Alexander,308,,17,Jessica,245
18,Thomas,303,,18,Aimee,242
19,Aidan,300,,19,Abbie,240
20,Aiden,298,,20,Lauren,236
21,Joshua,297,,21,Niamh,228
22,Logan,295,,22,Sarah,204
23,Aaron,294,,23,Anna,197
24,Scott,280,,24,Caitlin,185
25,Ross,270,,25,Isla,180
26,Nathan,264,,26,Eve,179
27,David,254,,27,Eilidh,177
28,Finlay,246,,28,Grace,173
29,Euan,236,,29,Mia,172
30,John,235,,30,Molly,170
31,Luke,233,,31,Brooke,167
32,Michael,218,,32,Charlotte,160
33,Samuel,209,,33,Eva,158
34,Calum,207,,34,Zoe,151
35,William,200,,35,Keira,149
36,Kieran,197,,36,Morgan,143
37,Josh,196,,37,Millie,142
38,Ethan,191,,38,Cara,138
39,Ewan,182,,39=,Abigail,134
40,Sean,178,,39=,Shannon,134
41,Fraser,175,,41,Nicole,133
42,Sam,174,,42,Skye,126
43,Robert,168,,43,Ruby,116
44,Jake,167,,44,Paige,115
45,Christopher,165,,45,Kirsty,112
46=,Jay,163,,46,Amber,110
46=,Owen,163,,47,Kayla,108
48,Joseph,160,,48=,Bethany,107
49,Charlie,159,,48=,Ella,107
50=,Benjamin,153,,50,Beth,106
50=,Robbie,153,,51,Freya,105
52,Max,149,,52,Ava,101
53,Rory,148,,53,Jennifer,100
54,Oliver,147,,54,Iona,98
55=,Craig,140,,55=,Kayleigh,96
55=,Declan,140,,55=,Robyn,96
57,Reece,131,,57,Louise,94
58,Harry,129,,58,Lily,92
59,Rhys,128,,59,Heather,91
60,Mark,124,,60=,Elizabeth,84
61,Tyler,114,,60=,Laura,84
62,Brandon,113,,62,Madison,82
63,Leo,108,,63,Rachael,81
64,Taylor,106,,64=,Jenna,80
65,Kai,105,,64=,Kiera,80
66,Angus,100,,64=,Melissa,80
67,Paul,94,,67=,Courtney,79
68,Lee,91,,67=,Taylor,79
69,Ciaran,89,,69=,Abby,75
70,Louis,87,,69=,Demi,75
71=,Finn,85,,71=,Gemma,74
71=,Steven,85,,71=,Natasha,74
73=,Evan,84,,73,Neve,73
73=,Gregor,84,,74,Kaitlyn,72
75,Cole,83,,75=,Alisha,70
76=,Arran,82,,75=,Samantha,70
76=,Blair,82,,77,Daisy,68
78=,Jacob,79,,78,Orla,66
78=,Murray,79,,79,Natalie,65
80=,Kian,78,,80,Hollie,63
80=,Stephen,78,,81=,Kate,62
82,Lucas,77,,81=,Rosie,62
83=,Archie,76,,83=,Elise,61
83=,Leon,76,,83=,Kara,61
85,Harris,75,,85=,Abi,60
86,Mohammed,74,,85=,Carly,60
87,Noah,73,,85=,Ciara,60
88=,Lennon,70,,88=,Amelia,59
88=,Stuart,70,,88=,Naomi,59
90=,Harvey,68,,90,Evie,58
90=,Mackenzie,68,,91,Alex,57
92,Shaun,66,,92=,Alice,56
93=,Conor,65,,92=,Cerys,56
93=,Corey,65,,94,Georgia,55
95=,Brodie,64,,95=,Alyssa,53
95=,George,64,,95=,Elle,53
95=,Jordan,64,,95=,Jodie,53
98,Darren,63,,95=,Zara,53
99=,Charles,62,,99,Hayley,52
99=,Joe,62,,100=,Carla,51
101=,Jason,61,,100=,Lara,51
101=,Kenzie,61,,102,Jade,49
101=,Peter,61,,103=,Alexandra,48
104,Jonathan,60,,103=,Alicia,48
105=,Cody,59,,103=,Catherine,48
105=,Zak,59,,103=,Danielle,48
107=,Hamish,57,,103=,Jasmine,48
107=,Patrick,57,,103=,Poppy,48
109=,Bradley,54,,109=,Kirsten,46
