Babies' first forenames: births registered in Scotland in 2010,,,,,,
,,,,,,
Information about the basis of the list can be found via the 'Babies' First Names' page on the National Records of Scotland website.,,,,,,
,,,,,,
Boys,,,,Girls,,
,,,,,,
Position,Name,Number of babies,,Position,Name,Number of babies
1,Jack,644,,1,Sophie,773
2,Lewis,566,,2,Olivia,514
3,James,459,,3,Ava,495
4,Logan,443,,4,Emily,471
5,Daniel,416,,5,Isla,431
6,Ryan,407,,6,Lucy,402
7,Aaron,379,,7,Chloe,389
8,Oliver,371,,8,Ellie,366
9,Liam,366,,9,Lily,363
10,Jamie,358,,10,Emma,352
11,Ethan,334,,11,Jessica,336
12,Alexander,330,,12,Erin,298
13,Cameron,328,,13,Katie,290
14=,Finlay,307,,14,Amy,256
14=,Kyle,307,,15,Grace,250
16=,Adam,303,,16,Holly,243
16=,Harry,303,,17,Hannah,241
16=,Matthew,303,,18,Eva,237
19,Callum,301,,19,Freya,226
20,Lucas,298,,20,Mia,225
21,Nathan,289,,21,Eilidh,224
22,Aiden,288,,22,Brooke,214
23,Dylan,285,,23=,Charlotte,210
24,Charlie,281,,23=,Ruby,210
25,Connor,267,,25,Leah,208
26,Thomas,262,,26,Megan,198
27,Alfie,245,,27=,Kayla,194
28,Joshua,229,,27=,Millie,194
29,William,222,,29=,Anna,189
30,Jayden,213,,29=,Niamh,189
31=,Andrew,212,,31,Evie,179
31=,Kai,212,,32,Abbie,175
33,Max,206,,33,Aimee,172
34,Ben,190,,34,Ella,166
35,Samuel,188,,35,Rebecca,161
36,Luke,182,,36,Zoe,158
37,Tyler,179,,37=,Maisie,156
38,Rory,178,,37=,Skye,156
39=,David,175,,39,Summer,155
39=,Michael,175,,40,Lauren,147
39=,Riley,175,,41,Abigail,146
42,Noah,169,,42,Amelia,139
43,Cole,164,,43,Sophia,138
44,Joseph,160,,44,Daisy,133
45,John,158,,45,Sarah,128
46=,Archie,156,,46,Lexi,126
46=,Jacob,156,,47,Amber,125
48,Fraser,155,,48=,Caitlin,123
49=,Rhys,152,,48=,Isabella,123
49=,Ross,152,,48=,Layla,123
51=,Calum,145,,51,Poppy,122
51=,Jay,145,,52,Molly,117
53,Josh,142,,53=,Cara,111
54,Euan,140,,53=,Eve,111
55=,Mason,139,,55=,Keira,110
55=,Owen,139,,55=,Lacey,110
57,Sam,138,,57,Rachel,109
58,Leo,136,,58,Mya,106
59,Robert,135,,59,Orla,104
60,Scott,134,,60=,Iona,94
61=,Leon,127,,60=,Paige,94
61=,Robbie,127,,62,Hollie,90
63,Benjamin,126,,63,Nicole,89
64=,Caleb,125,,64,Maya,87
64=,Oscar,125,,65=,Elizabeth,86
66,Harris,121,,65=,Georgia,86
67,Murray,117,,65=,Zara,86
68,Sean,114,,68,Taylor,85
69,Christopher,111,,69,Lilly,84
70,Kieran,104,,70,Lucie,83
71=,Aidan,103,,71,Madison,81
71=,Jake,103,,72,Rosie,78
73,Evan,102,,73,Julia,77
74,Kayden,101,,74,Lexie,76
75,Arran,99,,75,Robyn,73
76=,Angus,98,,76,Imogen,71
76=,Brodie,98,,77,Beth,70
78,Ewan,96,,78,Neve,69
79,Muhammad,94,,79,Bethany,68
80,Alex,93,,80,Amelie,67
81,Declan,92,,81=,Alice,63
82,Finn,91,,81=,Alicia,63
83,Blair,90,,83,Maria,62
84,Ollie,89,,84=,Carly,61
85,Reece,88,,84=,Faith,61
86,Corey,85,,84=,Rose,61
87,Kian,83,,84=,Sienna,61
88,Harrison,77,,84=,Sofia,61
89,Taylor,74,,89=,Courtney,60
90=,Kaiden,73,,89=,Elise,60
90=,Kenzie,73,,89=,Morgan,60
92=,Cody,72,,89=,Naomi,60
92=,Craig,72,,93,Nieve,57
92=,Mohammed,72,,94,Emilia,56
95,Calvin,71,,95,Phoebe,55
96,Mark,70,,96=,Kara,54
97,Jude,69,,96=,Lola,54
98,Luca,68,,98=,Alyssa,53
99=,Ciaran,67,,98=,Cerys,53
99=,George,67,,98=,Melissa,53
101,Zak,64,,101,Macy,52
102,Zac,63,,102=,Gracie,50
103,Charles,62,,102=,Lara,50
104=,Gregor,61,,102=,Maja,50
104=,Hamish,61,,102=,Scarlett,50
104=,Isaac,61,,106=,Alexandra,49
107,Harvey,60,,106=,Casey,49
108=,Shay,59,,106=,Heidi,49
108=,Struan,59,,109,Kayleigh,48
110=,Lee,58,,110,Abby,47
