Babies' first forenames: births registered in Scotland in 2004,,,,,,
,,,,,,
Information about the basis of the list can be found via the 'Babies' First Names' page on the National Records of Scotland website.,,,,,,
,,,,,,
Boys,,,,Girls,,
,,,,,,
Position,Name,Number of babies,,Position,Name,Number of babies
1,Lewis,726,,1,Emma,664
2,Jack,709,,2,Sophie,582
3,Cameron,531,,3,Ellie,566
4,James,530,,4,Amy,547
5,Ryan,523,,5,Chloe,465
6,Jamie,480,,6,Katie,455
7,Liam,474,,7,Erin,435
8,Ben,461,,8=,Emily,404
9,Kyle,451,,8=,Lucy,404
10,Callum,449,,10,Hannah,382
11,Daniel,427,,11,Rebecca,376
12,Matthew,424,,12,Rachel,335
13,Connor,360,,13,Abbie,306
14,Adam,359,,14,Lauren,301
15,Andrew,351,,15,Megan,284
16,Dylan,350,,16,Olivia,272
17,Aidan,332,,17,Aimee,264
18,Ross,325,,18,Caitlin,256
19,Scott,324,,19,Holly,254
20,Nathan,301,,20,Leah,249
21,Thomas,287,,21,Niamh,248
22,Joshua,278,,22,Sarah,240
23,Kieran,275,,23,Jessica,227
24,Aaron,270,,24,Eilidh,196
25=,Alexander,269,,25,Anna,192
25=,David,269,,26,Molly,183
27,Finlay,247,,27,Zoe,179
28,Logan,239,,28,Nicole,177
29,Aiden,238,,29,Isla,176
30=,Josh,236,,30,Mia,173
30=,Michael,236,,31,Morgan,172
32,Luke,233,,32,Keira,169
33,Sam,214,,33,Abigail,161
34,Euan,213,,34=,Cara,156
35,Sean,212,,34=,Shannon,156
36,William,209,,36,Charlotte,150
37,Ethan,204,,37=,Abby,148
38,John,203,,37=,Eve,148
39,Samuel,199,,39,Brooke,144
40,Christopher,192,,40,Grace,138
41,Joseph,187,,41,Louise,131
42,Fraser,182,,42,Millie,130
43=,Jay,178,,43,Kirsty,119
43=,Robert,178,,44,Courtney,118
45,Robbie,174,,45,Amber,114
46,Calum,169,,46,Beth,110
47,Benjamin,164,,47,Taylor,108
48,Owen,163,,48,Jennifer,101
49,Craig,161,,49=,Eva,100
50,Ewan,157,,49=,Jenna,100
51,Mark,147,,49=,Jodie,100
52,Declan,142,,52=,Kayleigh,93
53,Reece,140,,52=,Lily,93
54,Rory,133,,52=,Natasha,93
55,Oliver,131,,55,Freya,92
56,Jake,124,,56,Iona,90
57,Max,122,,57=,Ella,88
58,Ciaran,118,,57=,Skye,88
59,Charlie,116,,59=,Laura,85
60=,Brandon,115,,59=,Rachael,85
60=,Kai,115,,61=,Melissa,84
60=,Lee,115,,61=,Paige,84
63,Jordan,114,,63,Bethany,82
64,Taylor,113,,64=,Heather,79
65,Rhys,112,,64=,Robyn,79
66,Steven,111,,66=,Demi,73
67,Harry,109,,66=,Samantha,73
68,Paul,108,,68=,Alex,71
69,Louis,99,,68=,Elizabeth,71
70,Tyler,98,,68=,Kiera,71
71,Blair,97,,71,Gemma,70
72,Shaun,95,,72=,Ava,67
73,Jacob,93,,72=,Ciara,67
74,Murray,92,,72=,Kaitlyn,67
75=,Evan,90,,75=,Caitlyn,65
75=,Stephen,90,,75=,Elle,65
77=,Arran,83,,75=,Georgia,65
77=,Marc,83,,75=,Kayla,65
79=,Angus,81,,75=,Neve,65
79=,Stuart,81,,75=,Rosie,65
81,Leo,80,,81,Danielle,64
82,Archie,79,,82,Natalie,63
83,Kian,78,,83,Elise,62
84=,Gregor,76,,84=,Alexandra,59
84=,Leon,76,,84=,Alice,59
86,Patrick,75,,86=,Kara,58
87,Lucas,71,,86=,Madison,58
88=,Finn,69,,86=,Naomi,58
88=,Jonathan,69,,89=,Abi,57
90=,Charles,67,,89=,Cerys,57
90=,Hamish,67,,91,Abbi,56
90=,Harris,67,,92=,Chelsea,55
90=,Joe,67,,92=,Kate,55
94=,Jason,65,,94=,Evie,54
94=,Mackenzie,65,,94=,Kelsey,54
94=,Peter,65,,96=,Carly,52
97=,Conor,63,,96=,Hollie,52
97=,Dean,63,,96=,Stephanie,52
99=,Alex,61,,99=,Charlie,51
99=,Cole,61,,99=,Daisy,51
99=,Darren,61,,99=,Orla,51
102,Duncan,60,,102,Lara,50
103=,Brodie,59,,103,Chantelle,49
103=,Gary,59,,104=,Alisha,48
105,Bradley,58,,104=,Carys,48
106=,Bailey,57,,104=,Kirsten,48
106=,George,57,,107=,Catherine,46
108,Alistair,56,,107=,Katherine,46
